Iteration	Posterior	Likelihood	Prior	alpha	bf[1]	bf[2]	bf[3]	bf[4]	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl_prop[1]	bl_prop[2]	bl_prop[3]	bl_prop[4]	bl_prop[5]	bl_prop[6]	bl_prop[7]	bl_prop[8]	bl_prop[9]	bl_prop[10]	bl_prop[11]	bl_prop[12]	bl_prop[13]	bl_prop[14]	bl_prop[15]	bl_prop[16]	bl_prop[17]	bl_prop[18]	bl_prop[19]	bl_prop[20]	bl_prop[21]	bl_prop[22]	bl_prop[23]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	rate_mult[1]	rate_mult[2]	rate_mult[3]	site_rates[1]	site_rates[2]	site_rates[3]	site_rates[4]	tl
1370	-2405.05	-2437.7	32.6562	0.007160167	0.194505	0.322658	0.319435	0.163401	0.00301753	0.00813423	0.0034123	0.00608348	0.0102873	0.00149986	0.00148851	0.000596967	0.000982472	0.00120426	0.000171216	0.00416993	0.0050594	0.00691503	0.00590955	0.000246157	0.000752331	0.00168066	0.000320213	0.000777912	0.00195392	0.00116438	4.5279e-06	0.0458367	0.12356	0.0518334	0.092409	0.156266	0.0227831	0.0226106	0.00906802	0.0149239	0.0182929	0.00260079	0.0633418	0.0768531	0.10504	0.0897669	0.00373916	0.011428	0.0255295	0.00486408	0.0118166	0.0296803	0.0176871	6.87795e-05	0.110654	0.383027	0.0251846	0.0727554	0.351746	0.056633	1	0.431393	1.69561	4.61464e-85	1.01738e-42	5.9807e-18	4	0.06583213
1380	-2420.1	-2453.35	33.2514	0.01144533	0.177415	0.325507	0.337219	0.159859	0.00142653	0.00555073	0.00561305	0.00491011	0.011943	0.00535018	0.0039872	0.00146268	0.00140771	0.000988125	0.00116256	0.003875	0.00327497	0.00888661	0.00417718	0.00251067	0.000932985	0.00321038	0.00114355	0.00185619	0.00472654	0.00122672	8.52994e-07	0.0179159	0.0697121	0.0704949	0.0616665	0.149994	0.0671935	0.0500757	0.0183699	0.0176796	0.01241	0.0146007	0.0486665	0.0411307	0.111608	0.0524616	0.0315318	0.0117175	0.0403195	0.014362	0.0233121	0.0593611	0.0154065	1.07128e-05	0.158464	0.390233	0.0226947	0.0710727	0.31405	0.0434859	1	0.457115	1.43927	1.39748e-53	5.59659e-27	2.03908e-11	4	0.07962355
1390	-2410.08	-2443.16	33.0833	0.02672647	0.158794	0.333898	0.345912	0.161396	0.0023633	0.00811077	0.00649059	0.00438715	0.00729813	0.00299686	0.00120742	0.00089798	0.0045686	0.000373049	0.00102167	0.00768839	0.00402876	0.01084	0.00376291	0.000522241	0.000866383	0.00509943	0.000233163	0.00246087	0.00222086	0.00182186	4.78222e-07	0.0298167	0.10233	0.081889	0.0553508	0.0920773	0.0378101	0.0152334	0.0113294	0.0576401	0.0047066	0.01289	0.0970011	0.0508291	0.136763	0.0474751	0.00658889	0.0109308	0.0643373	0.00294172	0.0310477	0.0280196	0.0229857	6.03352e-06	0.0880949	0.318952	0.0329752	0.0742787	0.410515	0.0751841	1	0.47937	1.4821	1.66172e-23	6.09471e-12	3.54563e-05	3.99996	0.07926085
1400	-2411.15	-2442.51	31.355	0.01164121	0.165691	0.347432	0.318939	0.167938	0.00233235	0.00950609	0.00499669	0.0141806	0.00711747	0.00068062	0.00117604	0.00259093	0.00232933	0.00010525	0.000410106	0.00349594	0.00663798	0.00476148	0.00509279	0.00112052	0.00134492	0.00401641	0.00017644	0.00212723	0.00231436	0.002715	2.92511e-07	0.0294382	0.119983	0.0630666	0.178982	0.0898344	0.00859056	0.0148436	0.0327018	0.0294	0.00132843	0.00517623	0.0441246	0.0837824	0.0600979	0.0642795	0.0141428	0.0169751	0.0506938	0.00222697	0.0268492	0.0292111	0.0342679	3.69198e-06	0.0574752	0.317043	0.220004	0.0818624	0.26818	0.0554359	1	0.335099	2.00279	1.07259e-52	1.55046e-26	3.1124e-11	4	0.07922879
1410	-2411.37	-2441.25	29.8823	0.08403213	0.182717	0.343688	0.324295	0.1493	0.00134838	0.00632347	0.00597425	0.00425689	0.00731812	0.000724803	0.0020996	0.00158788	0.00186327	8.31524e-05	0.000188419	0.00421948	0.00476752	0.00113574	0.00227255	0.000304925	0.000913188	0.0040057	0.000199925	0.00144042	0.0030832	0.00134727	1.5537e-07	0.0243134	0.114022	0.107725	0.0767584	0.131957	0.0130693	0.037859	0.0286319	0.0335977	0.00149937	0.0033975	0.0760839	0.0859658	0.0204791	0.0409775	0.00549828	0.0164662	0.0722291	0.00360497	0.025973	0.0555949	0.0242934	2.80157e-06	0.0766446	0.293687	0.0822657	0.0495237	0.398092	0.0997868	1	0.444017	2.67291	3.78868e-08	0.000289611	0.0543582	3.94535	0.05545831
1420	-2407.58	-2437.52	29.9397	0.04832587	0.181617	0.337305	0.329984	0.151094	0.00255242	0.0100675	0.00355826	0.00832885	0.00842427	0.0015076	0.00200749	0.00093213	0.00076662	0.000106124	7.68852e-05	0.00628601	0.00263847	0.00289962	0.00239128	0.00075844	0.00232705	0.00500972	5.17717e-05	0.00107454	0.0037149	0.00236952	3.81579e-07	0.0376187	0.148379	0.0524432	0.122754	0.12416	0.0222196	0.0295873	0.0137381	0.0112988	0.00156411	0.00113317	0.092646	0.0388869	0.0427358	0.0352436	0.0111782	0.0342971	0.0738354	0.000763033	0.0158371	0.0547519	0.034923	5.62387e-06	0.110965	0.455061	0.0376392	0.0452273	0.274636	0.0764721	1	0.402574	2.72618	1.938e-13	6.56979e-07	0.00434239	3.99566	0.06784983
1430	-2412.2	-2443.84	31.6406	0.1072839	0.174717	0.32449	0.338764	0.162028	0.00553288	0.00750446	0.00967093	0.00660472	0.0077618	0.00165342	0.00290037	0.00116499	0.00142386	0.00104194	8.17706e-05	0.00396747	0.00448646	0.00112498	0.00604567	0.0009927	0.00128224	0.000353786	0.000747377	0.00912888	0.0110387	0.00183342	7.13626e-07	0.0640798	0.0869139	0.112005	0.0764935	0.0898944	0.0191493	0.033591	0.0134925	0.0164906	0.0120674	0.000947037	0.0459498	0.0519606	0.0130292	0.0700187	0.0114971	0.0148504	0.00409742	0.00865585	0.105727	0.127847	0.021234	8.26496e-06	0.0742995	0.370955	0.0252895	0.0381645	0.413421	0.0778706	1	0.381124	1.57804	1.34794e-06	0.00172377	0.113856	3.88442	0.08634356
1440	-2414.48	-2444.53	30.0469	0.04358923	0.164669	0.347884	0.334736	0.15271	0.00239414	0.00328881	0.00263879	0.0131277	0.00965036	0.000427817	0.00164532	0.00171867	0.00278806	0.000734826	6.61233e-05	0.00976111	0.00202134	0.000741071	0.00831663	0.000750595	0.00062842	0.00112233	0.000493092	0.00307508	0.00385992	0.000888705	3.87468e-07	0.0341341	0.0468898	0.0376222	0.187166	0.137589	0.00609953	0.0234578	0.0245037	0.0397503	0.0104767	0.000942744	0.139168	0.028819	0.0105657	0.118573	0.0107015	0.0089596	0.0160015	0.00703019	0.0438425	0.0550322	0.0126706	5.52426e-06	0.113018	0.356053	0.164143	0.0696181	0.236696	0.0604717	1	0.327299	2.43904	8.58836e-15	1.38358e-07	0.00227523	3.99772	0.07013926
1450	-2418.31	-2450.04	31.7272	0.06236519	0.171523	0.357137	0.312851	0.158489	0.00297414	0.00711735	0.00578325	0.00849801	0.00611262	0.00116373	0.000452528	0.00086655	0.00198712	0.000754867	0.00432121	0.00482027	0.00344468	0.00202808	0.00545281	0.00135637	0.00382568	0.00137968	0.000639319	0.00497381	0.0110905	0.000231514	2.02159e-06	0.0375162	0.0897793	0.0729507	0.107195	0.0771055	0.0146795	0.00570825	0.0109308	0.0250659	0.009522	0.0545084	0.0608035	0.0434516	0.0255825	0.0687825	0.0171095	0.0482576	0.0174035	0.00806446	0.0627403	0.139897	0.00292035	2.55006e-05	0.081077	0.485087	0.0768618	0.0577415	0.250763	0.0484698	1	0.505105	1.98538	1.23279e-10	1.65504e-05	0.0165674	3.98342	0.0792761
1460	-2418.23	-2450.21	31.9828	0.006944563	0.169812	0.370142	0.309096	0.15095	0.00066903	0.00672755	0.0058343	0.00207311	0.0112742	0.00129866	0.00201482	0.000407118	0.00389922	0.00104726	0.000332091	0.00368296	0.00323503	0.00331072	0.00684868	0.00042838	0.00200014	0.000912133	0.00278204	0.00440796	0.000467563	0.000322441	4.53922e-06	0.0104569	0.105151	0.0911895	0.0324025	0.176215	0.0202979	0.0314915	0.00636321	0.0609444	0.0163686	0.00519054	0.0575643	0.0505632	0.0517462	0.107044	0.00669554	0.0312619	0.0142565	0.0434829	0.0688959	0.00730796	0.00503972	7.09475e-05	0.0700211	0.320298	0.0611274	0.0554847	0.446493	0.0465753	1	0.64242	2.21138	1.13142e-87	5.03772e-44	1.71805e-18	4	0.06397997
1470	-2412.13	-2443.15	31.0188	0.06837117	0.169655	0.352328	0.327556	0.150461	0.000518555	0.00595624	0.00493662	0.00272462	0.00628702	0.000571661	0.000859088	0.00191917	0.00107976	0.0015099	8.7956e-05	0.0036108	0.00475583	0.00289481	0.00609136	0.000321028	0.00189626	0.000325886	0.000418514	0.00528253	0.00238377	0.000275751	1.04173e-05	0.00947695	0.108854	0.0902201	0.0497942	0.1149	0.0104475	0.0157004	0.0350741	0.0197334	0.0275945	0.00160746	0.0659898	0.086916	0.0529046	0.111324	0.00586701	0.0346553	0.00595578	0.00764863	0.0965419	0.043565	0.00503954	0.000190384	0.0835099	0.389524	0.0739823	0.0594158	0.34823	0.045338	1	0.745843	2.37623	8.67925e-10	4.38922e-05	0.0248368	3.97512	0.05471755
1480	-2415.18	-2445.76	30.5831	0.2128247	0.181424	0.336405	0.317438	0.164733	0.00100198	0.00354435	0.00224133	0.00365488	0.00894861	0.00173172	0.00270641	0.00231709	0.000788771	0.00017178	0.000142274	0.00379444	0.00413608	0.00447574	0.00544337	0.000371338	0.000789726	0.00180087	0.000834109	0.0021414	0.00394847	0.00304074	1.03984e-05	0.0172649	0.0610716	0.0386197	0.0629762	0.154191	0.0298388	0.0466334	0.0399252	0.0135911	0.0029599	0.00245148	0.0653809	0.0712676	0.0771202	0.0937932	0.00639842	0.0136075	0.0310302	0.0143723	0.0368979	0.068035	0.0523941	0.000179172	0.133266	0.362275	0.049326	0.062874	0.282583	0.109675	1	0.653588	1.90416	0.000805239	0.0414862	0.416293	3.54142	0.05803588
1490	-2415.79	-2447.95	32.1639	0.0649486	0.193794	0.331321	0.312641	0.162244	0.00305907	0.00478202	0.00711365	0.00219699	0.0160308	0.00202818	0.00211656	0.000927955	0.00231833	0.000337653	0.000984901	0.0028442	0.00567944	0.00277525	0.0070281	0.00011651	0.000243359	0.000700327	0.00310193	0.00393872	0.00493249	0.00567244	1.69064e-05	0.038749	0.0605735	0.0901081	0.0278291	0.203061	0.0256908	0.0268103	0.0117543	0.0293661	0.00427702	0.0124757	0.0360273	0.071941	0.0351539	0.0890245	0.00147582	0.00308261	0.00887099	0.039292	0.0498914	0.0624795	0.0718524	0.000214152	0.0908622	0.400884	0.0513245	0.0650837	0.355265	0.0365807	1	0.43502	1.662	2.98328e-10	2.57405e-05	0.0199012	3.98007	0.07894575
1500	-2412.07	-2445.12	33.0484	0.009516399	0.193916	0.334295	0.312837	0.158951	0.00336238	0.00745462	0.00618997	0.00901573	0.0127083	0.00161226	0.00227304	0.00227516	0.00145421	0.000364769	0.000291434	0.00540828	0.00168651	0.0032125	0.00965615	0.000635742	0.000655558	0.000688133	0.000378704	0.00240899	0.00208808	0.000844793	2.06708e-05	0.0450202	0.0998128	0.0828799	0.120715	0.170157	0.0215871	0.0304346	0.030463	0.019471	0.00488404	0.00390212	0.0724136	0.0225813	0.0430135	0.12929	0.0085122	0.00877752	0.00921368	0.00507061	0.0322549	0.0279581	0.0113113	0.00027677	0.0718026	0.371555	0.0642496	0.0847425	0.356999	0.0506515	1	0.445091	1.52508	3.04134e-64	2.6113e-32	1.25005e-13	4	0.07468601
1510	-2409.42	-2441.65	32.2304	0.00094452	0.195424	0.336894	0.31527	0.152413	0.00454612	0.0017681	0.00640956	0.00493465	0.0103871	0.00132479	0.00168993	0.000494554	0.00125895	0.000407926	6.46338e-05	0.00449851	0.00321731	0.00677128	0.00503443	0.0012523	0.000566738	0.0019992	0.000848169	0.00182737	0.00681291	0.0002399	4.23833e-05	0.0684689	0.0266292	0.0965341	0.0743205	0.15644	0.0199526	0.0254519	0.00744846	0.0189609	0.00614376	0.000973446	0.0677518	0.0484558	0.101982	0.0758234	0.0188608	0.00853562	0.0301099	0.0127742	0.027522	0.102609	0.00361313	0.000638334	0.0784339	0.349064	0.0946049	0.0693714	0.374909	0.033617	1	0.572919	2.09588	0	2.17863e-319	8.88952e-133	4	0.06639684
1520	-2410.99	-2442.91	31.9221	0.03413487	0.175466	0.348214	0.318786	0.157534	0.00395087	0.00503737	0.00889788	0.0105843	0.0090697	0.000644683	0.00128609	0.00116393	0.00207323	0.00042863	0.000115347	0.00501129	0.00158524	0.00241558	0.0039291	0.000152176	0.000268424	0.0051757	0.000812387	0.0047531	0.0112379	0.00174333	0.000725851	0.0487389	0.0621422	0.109766	0.13057	0.111886	0.00795296	0.0158656	0.0143586	0.0255759	0.00528767	0.00142294	0.0618204	0.0195559	0.0297991	0.0484703	0.00187728	0.00331134	0.0638486	0.0100218	0.0586354	0.138633	0.0215061	0.00895426	0.0583622	0.330231	0.0669121	0.0473253	0.4589	0.0382693	1	0.594082	2.09528	1.28544e-18	1.69404e-09	0.000366211	3.99963	0.08106204
1530	-2409.31	-2441.3	31.9871	0.06629079	0.170182	0.351661	0.30259	0.175566	0.00229187	0.00190737	0.00387658	0.00590283	0.0106599	0.00087162	0.00154317	0.000477917	0.000530793	0.000100623	0.000388413	0.00428637	0.00646375	0.00373668	0.00456337	9.52939e-05	0.00155069	8.05904e-05	0.00069169	0.00258727	0.004489	0.00188473	4.6318e-05	0.0388277	0.0323135	0.065675	0.100003	0.180594	0.0147665	0.0261436	0.00809662	0.00899241	0.0017047	0.00658027	0.0726174	0.109505	0.0633049	0.0773101	0.00161442	0.026271	0.00136532	0.0117182	0.043832	0.0760502	0.0319301	0.000784694	0.0878469	0.4152	0.0468091	0.0749841	0.345324	0.0298356	1	0.610381	1.922	4.59497e-10	3.19421e-05	0.0217668	3.9782	0.05902682
1540	-2412.46	-2445.8	33.3463	0.04465708	0.173679	0.33707	0.333101	0.15615	0.002963	0.00162975	0.00589732	0.0118367	0.0076316	0.00138154	0.000686398	0.00102003	0.00231648	0.000224379	0.000498702	0.00387068	0.00267168	0.00396778	0.0054603	0.000128037	0.00109894	0.000890321	0.00096736	0.00385668	0.0053373	0.00116504	1.46438e-05	0.0452266	0.0248761	0.0900152	0.180673	0.116487	0.0210875	0.010477	0.0155695	0.0353582	0.00342486	0.00761206	0.0590811	0.0407799	0.0605633	0.0833447	0.00195432	0.0167739	0.0135896	0.0147656	0.0588674	0.0814673	0.0177829	0.000223519	0.159188	0.236208	0.122467	0.0841717	0.347948	0.0500168	1	0.742564	1.38784	1.837e-14	2.02332e-07	0.00266384	3.99734	0.06551469
1550	-2420.28	-2449.79	29.5129	0.02867453	0.16831	0.32665	0.351374	0.153666	0.00136795	0.00321789	0.00685514	0.00619652	0.00733698	0.00183318	0.00284805	0.00181884	0.000686469	0.000239678	0.000834462	0.00386294	0.00275592	0.00221349	0.00449576	0.00066713	0.00077238	0.00044222	0.00129696	0.00223159	0.00274683	0.00230693	1.26295e-05	0.0239823	0.0564147	0.120181	0.108635	0.128629	0.0321385	0.0499308	0.0318871	0.0120349	0.00420193	0.0146294	0.0677235	0.0483156	0.038806	0.0788178	0.0116958	0.013541	0.00775282	0.0227377	0.0391233	0.0481563	0.040444	0.000221415	0.149744	0.302374	0.0284733	0.0712427	0.403333	0.0448331	1	0.414898	3.07216	5.63385e-22	3.54817e-11	7.36436e-05	3.99993	0.05703993
1560	-2420.95	-2449.51	28.5564	0.1317382	0.172907	0.335573	0.333656	0.157864	0.00098552	0.00247499	0.00418978	0.00524881	0.00474727	0.00101048	0.00184297	0.000684614	0.000503905	0.000650229	0.000901015	0.00292356	0.00285133	0.000251215	0.0025011	0.00114962	0.000272509	0.00143387	0.000258044	0.00203568	0.00358775	0.00185379	4.40146e-05	0.0232423	0.0583695	0.0988108	0.123787	0.111958	0.023831	0.0434641	0.0161458	0.011884	0.0153348	0.0212493	0.0689484	0.067245	0.0059246	0.0589854	0.0271125	0.00642679	0.033816	0.00608564	0.048009	0.0846127	0.0437193	0.00103803	0.0939185	0.3293	0.175785	0.0851618	0.289593	0.0262425	1	0.808009	3.27151	1.4782e-05	0.00569315	0.18634	3.80795	0.04240207
1570	-2411.96	-2444.12	32.1592	0.05896507	0.174191	0.352334	0.329136	0.144338	0.00237414	0.00521787	0.00550279	0.0126793	0.00695777	0.00141722	0.000212921	0.00144334	0.00078223	0.00177714	0.000248893	0.00385182	0.00304934	0.000460191	0.00569889	0.000554578	0.000705833	0.00022223	0.000704306	0.00292029	0.00685407	0.00373066	5.6771e-05	0.0352129	0.0773906	0.0816165	0.188057	0.103196	0.0210199	0.00315801	0.0214073	0.0116019	0.0263582	0.00369154	0.0571295	0.0452272	0.00682547	0.0845249	0.0082254	0.0104688	0.00329608	0.0104461	0.0433132	0.101658	0.0553325	0.000842017	0.061536	0.358714	0.0290899	0.0837438	0.378947	0.0879688	1	0.622923	1.87954	3.42346e-11	8.72409e-06	0.0127007	3.98729	0.06742259
1580	-2410.04	-2442.6	32.5598	0.008694872	0.18863	0.33203	0.315029	0.164311	0.00330076	0.00605316	0.00721321	0.00599205	0.00589466	0.0026656	0.000533203	0.000440558	0.00150951	0.000313696	0.000261694	0.00341131	0.00256009	0.000536896	0.0039515	0.000974632	0.00137971	0.00133179	0.00106314	0.00508357	0.0109666	0.000954874	5.9094e-05	0.0496719	0.0910918	0.108549	0.0901721	0.0887065	0.0401135	0.00802396	0.00662978	0.022716	0.0047207	0.00393814	0.0513355	0.0385258	0.00807954	0.0594646	0.0146669	0.0207627	0.0200416	0.0159988	0.0765007	0.165032	0.0143695	0.000889284	0.168716	0.417125	0.0130324	0.0864613	0.250521	0.0641441	1	0.554451	1.89321	3.2029e-70	2.67995e-35	7.1867e-15	4	0.06645127
1590	-2417.93	-2448.17	30.2363	0.06005391	0.179261	0.325206	0.334598	0.160934	0.00160652	0.00616714	0.00541438	0.00866064	0.0118288	0.000714337	0.00139034	0.000703489	0.002624	0.0005075	7.55831e-05	0.00283557	0.00520161	0.00464079	0.0053443	0.00208075	0.00180846	0.000455202	0.00191549	0.00168636	0.000841677	0.000893331	0.000198176	0.023767	0.0912374	0.080101	0.128127	0.174997	0.010568	0.0205688	0.0104075	0.0388197	0.00750802	0.00111819	0.0419498	0.0769533	0.0686564	0.0790642	0.0307828	0.0267546	0.00673431	0.028338	0.0249483	0.0124519	0.013216	0.00293184	0.0357929	0.437803	0.0358526	0.108893	0.315458	0.0662003	1	0.606076	2.78905	5.24218e-11	1.07945e-05	0.0138744	3.98611	0.06759443
1600	-2412.09	-2444.23	32.1383	0.05271878	0.167811	0.352505	0.318072	0.161612	0.00138377	0.012595	0.00468124	0.00893361	0.0127309	0.00209225	0.0021705	0.00111777	0.00269404	0.00108459	0.000277642	0.00362425	0.00508088	0.00352514	0.00621173	0.00125657	0.000624967	0.00370149	0.00163774	0.0043149	0.00163925	0.00217272	0.000100546	0.0165421	0.150565	0.0559612	0.106796	0.15219	0.0250115	0.0259469	0.0133622	0.0322055	0.0129656	0.00331903	0.0433256	0.0607386	0.0421407	0.0742572	0.0150215	0.00747107	0.0442489	0.0195782	0.0515819	0.0195962	0.0259735	0.00120196	0.0778441	0.408607	0.0549845	0.0805311	0.303204	0.0748299	1	0.390398	1.62715	2.11422e-12	2.16915e-06	0.00712818	3.99287	0.08365152
1610	-2409.56	-2441.8	32.2407	0.06831478	0.187143	0.332288	0.310788	0.169781	0.00197217	0.00797999	0.00346436	0.00703769	0.00966094	0.00283653	0.00157559	0.000772263	0.00116684	0.000698537	0.000177549	0.00276277	0.00371578	0.00163116	0.00761519	0.00108904	0.00068984	0.00186576	0.0022279	0.0045351	0.00142046	0.00134237	6.00074e-05	0.0297471	0.120366	0.0522544	0.106153	0.14572	0.0427847	0.0237654	0.0116484	0.0176	0.0105364	0.00267805	0.0416721	0.0560468	0.0246036	0.114863	0.0164264	0.0104052	0.0281421	0.0336044	0.068405	0.0214254	0.0202476	0.000905118	0.109513	0.40089	0.0565201	0.0801242	0.314926	0.0380266	1	0.55741	1.76586	8.53527e-10	4.35268e-05	0.0247508	3.97521	0.06629783
1620	-2417.51	-2449.97	32.4613	0.0187065	0.189217	0.332123	0.310633	0.168028	0.0019719	0.00510259	0.00123667	0.00856462	0.00703167	0.00297764	0.00185763	0.00181775	0.00137747	0.000805343	0.000150821	0.00418784	0.00280437	0.00132023	0.00449718	0.000957187	0.00143993	0.00170191	0.000484053	0.00351266	0.00595633	0.000841658	0.00143225	0.0317896	0.0822604	0.0199367	0.138073	0.11336	0.0480035	0.0299474	0.0293044	0.0222066	0.0129832	0.00243143	0.0675134	0.0452101	0.0212839	0.0725004	0.0154311	0.0232135	0.027437	0.00780356	0.0566287	0.0960238	0.0135686	0.0230898	0.0773125	0.351211	0.0290837	0.0782313	0.386088	0.0780729	1	0.712334	1.93459	3.6589e-33	9.05005e-17	3.51655e-07	4	0.0620297
1630	-2414.13	-2444.25	30.1206	0.1950762	0.160771	0.361768	0.302655	0.174805	0.00217854	0.00713126	0.00337559	0.00663561	0.00909468	0.00118846	0.00168904	0.000457805	0.0016449	0.00117964	0.000906567	0.00545118	0.00408832	0.00200923	0.00490816	0.00175436	0.000108288	0.00180098	0.000426979	0.00431086	0.00519862	0.00142364	0.00341117	0.0309567	0.101334	0.0479666	0.0942908	0.129234	0.0168879	0.0240009	0.00650532	0.0233738	0.0167625	0.0128822	0.0774603	0.0580942	0.0285508	0.0697441	0.0249292	0.00153875	0.0255916	0.0060673	0.0612565	0.0738714	0.0202297	0.0484721	0.108167	0.345099	0.027685	0.0757568	0.405436	0.0378564	1	0.4212	1.98097	0.000446236	0.0309841	0.370685	3.59788	0.07037389
1640	-2414.79	-2446.95	32.1593	0.06592605	0.168543	0.344651	0.317286	0.169521	0.00168038	0.0123609	0.00461132	0.00979073	0.00884317	0.00101067	0.0037742	0.00106054	0.00144066	0.000236001	0.00111599	0.00446315	0.00387835	0.00230077	0.00700301	0.00184318	0.000717779	0.000697867	0.0028407	0.00307392	0.00349752	0.00233198	0.00145461	0.0209976	0.154458	0.0576218	0.122342	0.110502	0.012629	0.0471613	0.0132522	0.0180021	0.00294901	0.0139451	0.0557703	0.0484628	0.0287497	0.0875076	0.0230318	0.00896917	0.00872036	0.0354967	0.0384109	0.0437041	0.0291398	0.0181764	0.0579365	0.34901	0.0306003	0.0677648	0.405263	0.0894258	1	0.378724	1.52108	4.0932e-10	3.01485e-05	0.0212509	3.97872	0.08002736
1650	-2414	-2444.94	30.9381	0.08947921	0.190969	0.320987	0.327875	0.160169	0.00266577	0.00606256	0.00449911	0.00615869	0.00679543	0.000415766	0.00323058	0.00102417	0.00170486	0.000191574	0.000555943	0.0038348	0.000631855	0.000387805	0.00700018	0.000491322	0.00109192	0.00108881	0.000896423	0.00238341	0.00532064	0.00200427	0.000323384	0.0453677	0.103176	0.0765685	0.104812	0.115649	0.00707575	0.0549799	0.0174299	0.0290144	0.00326033	0.00946136	0.0652629	0.0107533	0.0065999	0.119133	0.00836161	0.0185829	0.01853	0.0152559	0.0405623	0.0905499	0.0341098	0.00550354	0.0697365	0.340501	0.0676411	0.0815665	0.384788	0.0557669	1	0.477536	2.19431	1.03337e-07	0.00047807	0.0669243	3.9326	0.05875929
1660	-2410.15	-2441.54	31.3922	0.007209974	0.171832	0.336518	0.339572	0.152079	0.0013701	0.00356023	0.00465811	0.00586654	0.00677671	0.000778411	0.00199666	0.00091663	0.000782423	5.8935e-05	0.000717089	0.00462104	0.00122944	0.00158956	0.00598896	0.000271859	0.00112914	0.00329851	0.0010462	0.00522792	0.00365497	0.00083408	0.000773756	0.0239749	0.0622992	0.0815106	0.102657	0.118583	0.0136212	0.0349389	0.0160398	0.0136913	0.00103128	0.0125481	0.0808619	0.0215135	0.0278151	0.104799	0.00475716	0.0197584	0.0577195	0.0183071	0.0914815	0.063957	0.0145953	0.0135397	0.0873095	0.446988	0.0221903	0.0846128	0.308036	0.0508633	1	0.438606	2.30357	1.7579e-84	1.98568e-42	7.89383e-18	4	0.05714725
1670	-2406.66	-2437.24	30.5753	0.01578542	0.164794	0.338224	0.328414	0.168567	0.00105088	0.00876086	0.00267777	0.0032678	0.00828122	0.0010972	0.00138339	0.000400045	0.000812394	2.61634e-05	0.00015024	0.00536901	0.0015737	0.00160138	0.00428457	0.000162516	0.000703169	0.00258535	0.000695204	0.00171494	0.00533237	0.000219686	0.000127188	0.0201021	0.167585	0.0512227	0.0625092	0.15841	0.0209882	0.0264627	0.00765241	0.0155402	0.000500476	0.00287393	0.102703	0.0301032	0.0306326	0.0819589	0.00310874	0.0134508	0.0494547	0.0132985	0.0328047	0.102002	0.00420235	0.00243297	0.0559663	0.401519	0.0392445	0.0889625	0.323037	0.0912715	1	0.627841	2.84919	4.05378e-39	9.52831e-20	2.04369e-08	4	0.05227706
1680	-2411.67	-2443.19	31.5184	0.01724241	0.181371	0.331396	0.332967	0.154265	0.00150851	0.0112004	0.00414674	0.00532323	0.00620033	0.000689237	0.00162585	0.00179496	0.000711783	3.00824e-05	0.00015239	0.00300159	0.00474951	0.0011359	0.00454993	0.000824287	0.000774374	0.00567389	0.00104504	0.00478268	0.00696339	0.00122718	6.69499e-05	0.0221259	0.164282	0.060822	0.0780782	0.0909429	0.0101093	0.023847	0.0263275	0.01044	0.000441232	0.00223517	0.0440257	0.0696631	0.0166607	0.0667358	0.0120902	0.0113581	0.0832214	0.015328	0.0701497	0.102135	0.0179996	0.000981982	0.12941	0.347037	0.0236853	0.0758783	0.364379	0.0596106	1	0.685524	2.38758	6.77025e-36	3.89344e-18	9.53034e-08	4	0.06817827
1690	-2413.78	-2445.15	31.3673	0.009247014	0.183588	0.335446	0.324815	0.156151	0.0014579	0.00791204	0.00940356	0.00398783	0.00898973	0.00377457	0.00110567	0.00145083	0.00119034	8.32393e-05	0.000224483	0.00602481	0.00620174	0.00084646	0.00497815	0.000692423	0.00283058	0.0010412	0.000500666	0.00509891	0.00854243	0.00209298	0.00158991	0.018219	0.0988753	0.117514	0.0498351	0.112343	0.0471701	0.0138173	0.0181307	0.0148754	0.00104023	0.00280532	0.0752909	0.077502	0.010578	0.0622109	0.00865308	0.0353732	0.0130117	0.00625672	0.0637201	0.106753	0.0261556	0.0198688	0.0814828	0.336912	0.107878	0.0522442	0.336181	0.0853025	1	0.400024	2.21807	4.36542e-66	3.12858e-33	5.18178e-14	4	0.08002046
1700	-2411.37	-2443.29	31.9279	0.01183151	0.179624	0.328204	0.317802	0.174371	0.00131882	0.0150744	0.0055936	0.0093381	0.00542579	0.00157575	0.00070827	0.000494573	0.000827793	4.95486e-05	3.94597e-05	0.00391005	0.00441713	0.000700953	0.00306492	0.000309131	0.00166329	0.000945397	0.000695973	0.00549077	0.00437024	0.00101219	0.00026389	0.0195991	0.224021	0.0831267	0.138774	0.0806329	0.0234172	0.0105256	0.00734987	0.0123019	0.000736344	0.000586413	0.0581074	0.0656432	0.0104169	0.045548	0.00459402	0.0247182	0.0140496	0.0103429	0.0815985	0.0649463	0.0150422	0.00392169	0.150466	0.361193	0.0460792	0.0668007	0.337124	0.0383373	1	0.617651	2.20762	7.28187e-52	4.03978e-26	4.63126e-11	4	0.06729
