Iteration	Posterior	Likelihood	Prior	alpha	bf[1]	bf[2]	bf[3]	bf[4]	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl_prop[1]	bl_prop[2]	bl_prop[3]	bl_prop[4]	bl_prop[5]	bl_prop[6]	bl_prop[7]	bl_prop[8]	bl_prop[9]	bl_prop[10]	bl_prop[11]	bl_prop[12]	bl_prop[13]	bl_prop[14]	bl_prop[15]	bl_prop[16]	bl_prop[17]	bl_prop[18]	bl_prop[19]	bl_prop[20]	bl_prop[21]	bl_prop[22]	bl_prop[23]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	rate_mult[1]	rate_mult[2]	rate_mult[3]	site_rates[1]	site_rates[2]	site_rates[3]	site_rates[4]	tl
2430	-2409.59	-2441.46	31.865	0.08452209	0.172187	0.337842	0.312916	0.177055	0.00129458	0.0104207	0.00595751	0.00308735	0.010355	0.00106341	0.00323124	0.001588	0.00250356	0.000442795	0.000132425	0.00539189	0.00532811	0.00177362	0.000489654	0.000919099	0.00114334	0.00213416	0.00398267	0.00350273	0.00602871	0.000748179	0.000728422	0.0179188	0.144236	0.0824601	0.0427331	0.143328	0.014719	0.0447248	0.0219801	0.0346527	0.00612889	0.00183295	0.0746312	0.0737484	0.0245493	0.00677748	0.0127216	0.0158254	0.0295398	0.0551256	0.0484826	0.0834456	0.0103558	0.0100824	0.151383	0.44643	0.0303252	0.0735442	0.231685	0.0666323	1	0.462154	1.75922	4.16856e-08	0.00030377	0.0554458	3.94425	0.07224717
2440	-2409.51	-2440.93	31.4242	0.02625402	0.182135	0.333783	0.309156	0.174927	0.00169059	0.00469049	0.00425009	0.00578289	0.00513606	0.000365549	0.000733451	0.00162984	0.0010391	0.000106418	0.000133851	0.00264812	0.00249677	0.00158739	0.000105942	0.00166046	0.000806375	0.0017708	0.00507794	0.00233335	0.00376802	0.000676156	0.000228439	0.0347016	0.0962781	0.0872385	0.118701	0.105424	0.00750335	0.015055	0.0334544	0.0213287	0.00218436	0.00274746	0.0543561	0.0512493	0.0325832	0.00217459	0.034083	0.0165519	0.036348	0.104231	0.047895	0.0773433	0.013879	0.00468901	0.13533	0.412706	0.0295143	0.0687469	0.316771	0.036932	1	0.748041	2.38363	6.5346e-24	3.82209e-12	2.92149e-05	3.99997	0.04871808
2450	-2410.19	-2442.26	32.0696	0.05213119	0.163675	0.344521	0.314087	0.177717	0.00224868	0.00676931	0.00490945	0.00630081	0.00899633	0.000621531	0.00103109	0.000620972	0.000720127	8.43452e-05	0.000268653	0.0050141	0.00341236	0.00291521	0.000278945	0.00202608	0.000339716	0.000541707	0.00151818	0.00190274	0.00284041	0.000353466	0.000390372	0.0415618	0.125115	0.0907399	0.116456	0.166277	0.0114876	0.0190574	0.0114773	0.0133099	0.00155893	0.00496545	0.0926741	0.0630698	0.0538811	0.00515567	0.0374475	0.00627888	0.0100122	0.02806	0.0351678	0.0524985	0.00653302	0.00721513	0.138243	0.360982	0.044053	0.098548	0.261481	0.0966929	1	0.550981	1.91732	1.57207e-12	1.87056e-06	0.0067033	3.99329	0.05410459
2460	-2410.88	-2443.42	32.5397	0.01868649	0.168345	0.349732	0.303874	0.178049	0.00290366	0.00559997	0.00478039	0.00453449	0.0102728	0.000970141	0.00147209	0.00260661	0.0040839	7.95747e-05	0.00020941	0.00323011	0.00681383	0.00467666	4.79096e-05	0.00108714	0.000285704	0.000297554	0.00496241	0.00307992	0.00856586	0.000121146	0.000416185	0.0408405	0.0787648	0.0672372	0.0637785	0.144489	0.0136452	0.0207053	0.0366625	0.0574409	0.00111923	0.0029454	0.0454321	0.095838	0.0657781	0.000673858	0.0152909	0.00401849	0.00418516	0.0697972	0.0433196	0.120481	0.00170394	0.00585372	0.0611017	0.469569	0.0375204	0.065588	0.316409	0.0498111	1	0.361866	1.51161	3.37989e-33	8.69816e-17	3.45915e-07	4	0.07109744
2470	-2406.68	-2438.31	31.631	0.01674226	0.15324	0.334392	0.345716	0.166653	0.00298259	0.0084602	0.00601414	0.0111962	0.0134341	0.00190711	0.00127843	0.00133001	0.00205688	0.000170149	0.000111433	0.00387616	0.00470163	0.00373431	4.80871e-05	0.00127263	0.00248616	0.000363406	0.00934632	0.00267104	0.0067032	0.000513271	0.000993466	0.0348227	0.0987754	0.0702169	0.130719	0.156847	0.0222661	0.014926	0.0155283	0.0240147	0.00198654	0.00130101	0.0452553	0.0548929	0.0435992	0.000561432	0.0148583	0.0290267	0.00424287	0.109121	0.0311853	0.0782619	0.00599259	0.011599	0.129026	0.428138	0.0401954	0.0642775	0.26928	0.0690827	1	0.349563	1.90469	6.1311e-37	1.17171e-18	5.79005e-08	4	0.08565086
2480	-2411.05	-2443.66	32.6097	0.00210053	0.183459	0.338238	0.297821	0.180482	0.00232869	0.00322008	0.00261174	0.00533249	0.010774	0.00200608	0.00117663	0.000359872	0.00269401	0.000260245	9.25361e-05	0.00333163	0.00375789	0.00186569	9.72213e-05	0.00188425	0.000425562	0.000809537	0.00431026	0.0023883	0.0129004	5.82757e-05	0.00135693	0.0363618	0.0502804	0.0407815	0.0832652	0.168233	0.0313242	0.0183726	0.00561929	0.0420661	0.00406364	0.00144492	0.0520223	0.0586782	0.0291322	0.00151808	0.029422	0.00664501	0.0126407	0.0673033	0.0372925	0.201435	0.000909956	0.021188	0.0857533	0.452527	0.0278612	0.091638	0.27779	0.0644309	1	0.531621	1.88231	1.33754e-287	5.47977e-144	5.58037e-60	4	0.06404231
2490	-2417.23	-2448.54	31.306	0.003977947	0.167693	0.350309	0.338296	0.143702	0.00127113	0.00329092	0.00344633	0.00753427	0.00795406	0.00358855	0.00150893	0.00172368	0.000910714	0.000307339	7.0917e-05	0.00304007	0.00563423	0.000864055	0.000142494	0.00163173	0.0023393	0.00117699	0.00544527	0.00469684	0.0126859	0.000582001	0.00125543	0.0178778	0.046285	0.0484709	0.105966	0.11187	0.050471	0.0212223	0.0242427	0.0128087	0.00432256	0.00099741	0.042757	0.0792424	0.0121525	0.0020041	0.0229495	0.032901	0.0165537	0.0765848	0.0660586	0.17842	0.00818554	0.017657	0.129576	0.269062	0.0793249	0.052645	0.385333	0.0840593	1	0.46971	2.41398	2.5094e-152	2.37313e-76	6.58092e-32	4	0.07110116
2500	-2414.98	-2448.49	33.5096	0.005355206	0.185069	0.35915	0.305232	0.150549	0.00539047	0.00529351	0.0059397	0.00897465	0.01033	0.00184383	0.00126447	0.00278951	0.00424403	0.000342817	0.000497099	0.00676436	0.00554481	0.000416535	0.000307083	0.00283302	0.00202194	0.00280832	0.00598876	0.00660208	0.0139036	0.00092863	0.00183604	0.0556492	0.0546482	0.0613192	0.0926509	0.106643	0.019035	0.0130539	0.0287979	0.0438137	0.00353911	0.00513186	0.0698327	0.0572425	0.00430015	0.00317021	0.029247	0.0208737	0.0289921	0.0618257	0.0681574	0.143536	0.00958682	0.0189546	0.138196	0.399197	0.0313948	0.0679974	0.301617	0.0615974	1	0.48072	1.37942	2.10731e-113	6.87619e-57	7.86494e-24	4	0.09686523
2510	-2417.87	-2449.09	31.2169	0.008771795	0.187541	0.338375	0.318508	0.155577	0.000510397	0.00266383	0.00512383	0.00292938	0.00666575	0.00111546	0.00161435	0.00164735	0.000914748	0.000395643	0.000164858	0.00482173	0.00659584	0.000313377	0.00227897	0.00174744	0.000675297	0.000471707	0.00379302	0.00710162	0.0030472	0.000410679	0.000522103	0.00919226	0.0479758	0.0922804	0.0527582	0.12005	0.0200895	0.0290745	0.0296689	0.0164746	0.00712554	0.00296909	0.0868395	0.118791	0.00564392	0.0410443	0.0314715	0.0121621	0.00849545	0.0683124	0.1279	0.0548802	0.00739635	0.00940308	0.0763465	0.299153	0.0315772	0.0641497	0.475663	0.0531109	1	0.649676	2.57173	1.29643e-69	5.39172e-35	9.60575e-15	4	0.0555246
2520	-2418.45	-2449.62	31.1681	0.02395526	0.17354	0.347226	0.322329	0.156905	0.000229468	0.00325837	0.00629417	0.0042857	0.0066678	0.00115403	0.000904828	0.000469543	0.00186128	0.000211692	0.00126932	0.0032238	0.00437256	0.000292586	0.00332147	0.000385268	0.000335266	0.000645825	0.00451756	0.0060417	0.0103004	0.000789045	0.000818906	0.00372207	0.0528522	0.102094	0.069516	0.108155	0.0187189	0.0146767	0.00761619	0.0301908	0.00343373	0.020589	0.0522915	0.0709248	0.00474587	0.0538757	0.00624921	0.00543816	0.0104756	0.0732769	0.0979991	0.167077	0.0127987	0.013283	0.123308	0.391734	0.0528927	0.0979473	0.257008	0.0771096	1	0.342099	2.06091	4.11918e-26	3.03517e-13	1.02121e-05	3.99999	0.0616506
2530	-2429.72	-2461.43	31.7094	0.03425343	0.144969	0.34658	0.341114	0.167337	0.00158037	0.00915385	0.00417443	0.00722484	0.00593602	0.000972827	0.00209896	0.00280282	0.00187922	0.00252068	0.000815131	0.00532902	0.00727429	0.000888952	0.00196985	0.000330136	0.000325742	0.00284484	0.00331248	0.000957048	0.00549693	0.000869762	0.00120792	0.0225876	0.130833	0.0596636	0.103262	0.0848414	0.0139043	0.0299997	0.0400597	0.026859	0.0360271	0.0116504	0.0761657	0.103969	0.0127055	0.0281544	0.00471851	0.00465571	0.0406602	0.0473441	0.0136787	0.0785656	0.0124312	0.0172643	0.137557	0.278433	0.114016	0.0586123	0.337412	0.0739701	1	0.623831	2.20667	1.47942e-18	1.81735e-09	0.000377044	3.99962	0.0699661
2540	-2416.6	-2447.18	30.5844	0.07787255	0.145449	0.353469	0.342243	0.158839	0.00137119	0.0113109	0.00389983	0.00370784	0.00661766	0.00105027	0.00011626	0.000137482	0.000641066	0.000443534	0.000931248	0.00453928	0.00542817	0.000499942	0.000801421	0.000301992	0.00110851	0.00151458	0.000603837	0.00723922	0.00641881	0.00457455	0.000179229	0.0216151	0.178301	0.0614759	0.0584494	0.104319	0.0165561	0.0018327	0.00216722	0.0101056	0.00699174	0.0146799	0.0715559	0.0855682	0.00788094	0.0126334	0.00476051	0.0174742	0.0238755	0.00951872	0.114117	0.101184	0.0721119	0.00282532	0.124212	0.406494	0.0900297	0.0479327	0.270804	0.0605268	1	0.474714	2.41365	1.02852e-08	0.000150975	0.0414798	3.95837	0.06343681
2550	-2416.26	-2447.89	31.6243	0.07842285	0.173578	0.352329	0.323809	0.150284	0.00361053	0.00790635	0.00451209	0.00866513	0.00532588	0.000667477	0.000138634	0.000238163	0.00181822	0.000596306	0.001306	0.00688669	0.00272976	0.00168093	0.000881917	0.000647362	0.0017306	0.000280159	0.00121596	0.00380039	0.0102981	0.00459221	0.000151005	0.051816	0.113467	0.0647546	0.124356	0.0764335	0.0095792	0.00198959	0.00341796	0.0260939	0.0085578	0.0187429	0.0988333	0.0391757	0.0241236	0.0126567	0.00929053	0.0248364	0.00402066	0.0174507	0.0545407	0.147791	0.0659044	0.00216713	0.0450954	0.358775	0.047778	0.0953757	0.415082	0.0378942	1	0.590766	2.02617	1.16527e-08	0.000160691	0.0425677	3.95727	0.06967983
2560	-2411.78	-2443.82	32.0472	0.05406267	0.154787	0.352031	0.330578	0.162604	0.00294578	0.00470587	0.00677832	0.00927774	0.00925519	0.0006306	0.000483194	0.00288617	0.00224522	0.00049935	0.000179898	0.0071553	0.00308359	0.000107323	0.00132415	0.00158326	0.00236183	0.000529872	6.71338e-05	0.00483934	0.0102462	0.00630075	0.000424478	0.0378098	0.0604009	0.0870014	0.119082	0.118793	0.0080939	0.0062019	0.0370446	0.0288179	0.00640927	0.00230903	0.09184	0.0395786	0.00137752	0.0169958	0.0203216	0.0303146	0.00680103	0.000861678	0.0621141	0.131512	0.0808716	0.00544827	0.0978443	0.455224	0.0327897	0.0876537	0.299632	0.0268562	1	0.444314	1.78552	4.06385e-12	3.00701e-06	0.00816285	3.99183	0.07791055
2570	-2413.87	-2443.97	30.0994	0.1354175	0.157379	0.336024	0.349344	0.157253	0.00203545	0.00244722	0.00687558	0.00494049	0.00471459	0.0003426	0.00156643	0.000603926	0.00112416	0.000592339	0.000124047	0.00547297	0.00442921	9.34928e-05	0.0012302	0.00238636	0.000163735	0.000191899	9.80162e-05	0.00266175	0.00493083	0.00540293	0.00120229	0.0379531	0.0456311	0.128203	0.0921209	0.0879087	0.00638815	0.0292077	0.0112609	0.0209611	0.0110448	0.002313	0.10205	0.0825875	0.00174328	0.0229384	0.0444964	0.00305302	0.00357817	0.00182762	0.0496313	0.0919408	0.100744	0.0224181	0.0923473	0.485184	0.0240045	0.0573403	0.307453	0.0336709	1	0.552983	2.45691	1.96633e-05	0.00656327	0.19754	3.79588	0.05363049
2580	-2417.56	-2447.7	30.141	0.07481417	0.165997	0.322044	0.334809	0.177149	0.00373695	0.00401016	0.00757512	0.00385686	0.00870382	0.00166633	0.000548638	0.00153771	0.00114684	0.00102089	0.000290531	0.0040039	0.00452632	8.69435e-05	0.00066305	0.00154371	0.000639088	0.000755705	8.66374e-05	0.00146437	0.00768149	0.0037938	0.00171463	0.0612077	0.0656827	0.124073	0.0631719	0.142561	0.0272929	0.00898618	0.0251863	0.0187842	0.0167212	0.00475864	0.0655803	0.074137	0.00142405	0.0108601	0.0252846	0.0104677	0.0123777	0.00141904	0.0239851	0.125816	0.0621389	0.0280841	0.0788077	0.404779	0.043625	0.112387	0.333961	0.0264406	1	0.624717	2.77003	4.97022e-09	0.000104978	0.0356717	3.96422	0.06105351
2590	-2427.13	-2456.81	29.678	0.04319286	0.157982	0.348395	0.325028	0.168595	0.000955004	0.00260803	0.0041023	0.0100534	0.00528105	0.00038796	0.000583103	0.000693328	0.00166571	0.00034903	0.00054116	0.00316945	0.00218857	5.59162e-05	0.00167052	0.00111657	0.0005726	0.00206713	0.00108225	0.00128715	0.00476017	0.00244153	0.00143444	0.0194635	0.0531532	0.0836073	0.204893	0.107631	0.00790684	0.011884	0.0141304	0.0339481	0.00711343	0.0110292	0.0645952	0.0446043	0.0011396	0.0340461	0.0227564	0.0116699	0.0421292	0.022057	0.0262329	0.097015	0.0497597	0.0292346	0.0715942	0.463201	0.0610929	0.0439793	0.267287	0.0928463	1	1.35242	2.71167	6.41489e-15	1.1958e-07	0.00214163	3.99786	0.04906631
2600	-2410.42	-2442.93	32.5134	0.0422802	0.159133	0.347919	0.324584	0.168364	0.00269747	0.0074628	0.00191125	0.00351499	0.0133572	0.00154133	0.000615308	0.000586723	0.00209175	0.000554971	0.00161573	0.00473186	0.00392504	0.000154639	0.000709918	0.00183763	0.00013129	0.000909797	0.000236203	0.00581013	0.00473398	0.00617383	0.000352533	0.0410847	0.113665	0.0291099	0.0535363	0.20344	0.0234758	0.00937165	0.00893627	0.0318591	0.00845266	0.0246089	0.0720701	0.0597816	0.00235528	0.0108126	0.0279886	0.00199965	0.013857	0.00359756	0.0884931	0.0721024	0.0940325	0.00536936	0.115047	0.44716	0.0649607	0.0745743	0.269531	0.0287267	1	0.533522	1.74114	3.20903e-15	8.45831e-08	0.00185505	3.99814	0.06565632
2610	-2411.85	-2443.24	31.3854	0.05744764	0.168007	0.363132	0.303685	0.165176	0.00128987	0.00899429	0.0030878	0.00462575	0.00680989	0.00286533	0.000699798	0.00134715	0.00275644	0.000220171	0.000237311	0.00754711	0.0017375	0.00011036	0.000173531	0.00198626	0.000362043	0.00140281	0.000356185	0.00333388	0.00588191	0.00338839	0.000310614	0.0216696	0.151103	0.0518745	0.0777119	0.114405	0.0481371	0.0117565	0.0226318	0.0463077	0.00369883	0.00398679	0.12679	0.0291897	0.00185403	0.00291529	0.0333688	0.00608226	0.0235671	0.00598385	0.0560086	0.0988151	0.0569243	0.00521827	0.10804	0.398546	0.0677531	0.10611	0.272047	0.0475053	1	0.712026	2.25853	1.84024e-11	6.39706e-06	0.0111661	3.98883	0.05952439
2620	-2419.64	-2448.01	28.3696	0.2302141	0.16717	0.363497	0.303991	0.165342	0.00135743	0.00319268	0.00203538	0.00382913	0.00388487	0.000225744	0.000332884	0.00262735	0.00132587	2.43019e-05	0.000123848	0.00192304	0.00278358	0.000429958	0.000123641	0.000431245	0.000889792	0.00107025	0.000329911	0.00178652	0.00341323	0.00274352	7.51151e-05	0.0388288	0.0913256	0.0582215	0.109531	0.111125	0.00645735	0.00952207	0.0751545	0.037926	0.000695149	0.00354265	0.0550082	0.0796234	0.0122988	0.00353672	0.0123356	0.0254523	0.0306141	0.00943701	0.0511028	0.0976345	0.0784776	0.00214865	0.0586527	0.402075	0.0363209	0.0699849	0.385456	0.0475103	1	0.950536	2.78391	0.00131421	0.0528212	0.457863	3.488	0.03495927
2630	-2410.33	-2442.37	32.0413	0.03543506	0.172295	0.320828	0.328309	0.178569	0.0016412	0.00550152	0.00722425	0.0040074	0.00431848	0.000236389	0.00121881	0.00167104	0.00116195	0.00082642	2.74985e-05	0.00527735	0.00345444	0.000592824	0.00213646	0.000947621	0.000454162	0.00121036	0.000238628	0.00241736	0.00812597	0.00393361	0.000171862	0.0288967	0.0968653	0.127197	0.0705583	0.0760354	0.0041621	0.0214596	0.029422	0.0204584	0.0145508	0.000484166	0.0929182	0.0608223	0.0104378	0.0376167	0.0166848	0.00799644	0.0213109	0.00420152	0.0425624	0.143074	0.0692591	0.00302597	0.0936784	0.426844	0.0498177	0.0725605	0.283696	0.0734037	1	0.6832	2.05426	5.70322e-18	3.56788e-09	0.000498819	3.9995	0.05679561
2640	-2416.49	-2448.58	32.0923	0.1422704	0.163384	0.333987	0.338035	0.164593	0.0033261	0.00401899	0.00513332	0.00962025	0.0152758	8.70208e-05	0.000745927	0.00244863	0.000319673	0.000849164	7.45792e-05	0.0100714	0.00909555	0.00492095	0.000715946	0.00266905	0.00238927	0.00229483	0.000480308	0.00187798	0.0172498	0.00760638	0.000276064	0.0327543	0.0395776	0.0505511	0.0947369	0.150431	0.000856951	0.00734564	0.0241132	0.00314804	0.00836228	0.00073443	0.09918	0.0895699	0.0484599	0.00705039	0.0262839	0.0235288	0.0225987	0.00472991	0.0184937	0.16987	0.074905	0.00271858	0.177483	0.373916	0.0264431	0.0841114	0.285438	0.0526089	1	0.477421	1.39805	3.2163e-05	0.00838673	0.218405	3.77318	0.101547
2650	-2415.18	-2447.35	32.1699	0.0976357	0.178061	0.334935	0.307626	0.179378	0.00192084	0.00525365	0.00271284	0.0110036	0.00842282	0.000160519	0.00031484	0.00106333	0.000364686	0.000563101	8.99861e-05	0.0032249	0.00149167	0.00264381	0.000723519	0.00240378	0.00301158	0.0046201	0.000668264	7.46297e-05	0.00943457	0.0049193	0.000354064	0.0293525	0.0802814	0.0414551	0.168147	0.12871	0.00245291	0.0048111	0.0162488	0.0055728	0.00860479	0.00137508	0.04928	0.0227944	0.0404002	0.0110562	0.0367323	0.0460203	0.0706001	0.0102118	0.00114042	0.14417	0.0751722	0.00541049	0.147348	0.382957	0.0404721	0.0608393	0.319804	0.0485793	1	0.584851	1.67835	3.76518e-07	0.000911877	0.0874702	3.91162	0.06544039
2660	-2410.59	-2442.95	32.3619	0.03958409	0.182969	0.344165	0.322374	0.150493	0.00250512	0.00340674	0.0082688	0.0177051	0.0122246	0.000314143	0.00234928	0.000310866	0.0026486	0.00181244	0.000690917	0.00660432	0.00288928	0.00096548	0.000436015	0.00176907	0.00113442	0.00417808	0.0015445	6.93563e-05	0.0175408	0.00969481	0.00168335	0.0248657	0.0338151	0.0820755	0.17574	0.121341	0.00311816	0.0233188	0.00308563	0.0262898	0.0179902	0.00685799	0.0655541	0.0286788	0.00958329	0.00432785	0.0175597	0.0112602	0.0414713	0.0153307	0.000688426	0.174109	0.09623	0.0167088	0.0804421	0.334908	0.0446509	0.0626289	0.421384	0.0559858	1	0.345768	1.4367	3.44102e-16	2.77038e-08	0.00116746	3.99883	0.1007462
2670	-2416	-2447.42	31.4138	0.03326381	0.184353	0.321288	0.321326	0.173033	0.0045181	0.00150326	0.0064838	0.00632286	0.00664131	0.00013839	0.000838256	0.000391879	0.00100514	0.0015935	0.00232435	0.00407459	0.00350248	0.00271136	0.000264975	0.00131854	0.000619926	0.00662315	0.000448419	5.70351e-05	0.00607338	0.00547836	0.00146539	0.0701586	0.0233431	0.100683	0.0981833	0.103128	0.00214897	0.0130167	0.00608523	0.0156081	0.0247444	0.0360932	0.0632716	0.0543877	0.0421029	0.00411462	0.0204747	0.00962641	0.102846	0.00696319	0.000885659	0.0943094	0.0850698	0.0227551	0.0766895	0.418626	0.0605917	0.0631441	0.290162	0.0907874	1	0.516568	2.28337	4.43866e-19	9.95535e-10	0.000293729	3.99971	0.06439845
2680	-2416.48	-2446.65	30.1757	0.06761676	0.170044	0.325422	0.321887	0.182647	0.00235934	0.00604979	0.00774764	0.0109218	0.00999807	0.00128619	0.00121905	0.000490997	0.00225326	0.00166621	0.00126159	0.00357177	0.00292521	0.0012036	0.000251648	0.000945158	0.000671218	0.00586423	0.000757376	0.000505024	0.00663033	0.00588608	0.000625199	0.0314198	0.0805664	0.103177	0.145448	0.133147	0.0171285	0.0162344	0.00653872	0.0300072	0.0221893	0.0168008	0.047566	0.0389556	0.0160286	0.00335125	0.0125869	0.00893876	0.0780952	0.0100861	0.00672552	0.0882975	0.0783862	0.00832591	0.0532579	0.400593	0.0722061	0.0812422	0.312249	0.0804525	1	0.351615	2.35882	6.92292e-10	3.92029e-05	0.0236987	3.97626	0.07509076
2690	-2412.91	-2444.49	31.5773	0.04391375	0.175376	0.347679	0.30386	0.173086	0.00407677	0.00776972	0.0052528	0.00939587	0.00706864	0.00184694	0.000945626	0.000180311	0.00170951	0.00130574	0.000742481	0.00514015	0.00130191	0.00152493	0.000168367	0.00154583	0.00221757	0.00283606	0.000703189	0.000145627	0.00584583	0.00902516	4.07108e-05	0.0575899	0.109758	0.0742029	0.132729	0.099854	0.0260905	0.0133582	0.00254713	0.0241492	0.0184453	0.0104885	0.0726115	0.0183912	0.0215417	0.00237841	0.0218369	0.0313261	0.0400632	0.00993349	0.00205718	0.0825802	0.127493	0.000575095	0.0956849	0.358191	0.119881	0.0397896	0.3127	0.0737537	1	0.383614	1.91289	1.08632e-14	1.55602e-07	0.00238885	3.99761	0.07078976
2700	-2412.07	-2445.18	33.108	0.01610969	0.169044	0.365416	0.320103	0.145437	0.00062466	0.0089912	0.00515271	0.00699392	0.00854807	0.00214279	0.00138407	0.000164741	0.00188151	0.0011825	0.000412283	0.00550505	0.00406549	0.00039907	8.43869e-05	0.00106349	0.000647216	0.00463765	0.00046753	0.0016118	0.00428522	0.00869067	2.59955e-05	0.00905803	0.130379	0.074718	0.101417	0.123953	0.0310721	0.02007	0.00238887	0.0272833	0.0171471	0.00597841	0.0798273	0.0589526	0.0057868	0.00122367	0.0154213	0.0093851	0.0672494	0.00677953	0.0233723	0.0621389	0.126021	0.000376954	0.0675979	0.455381	0.0608438	0.0683365	0.289239	0.0586012	1	0.596282	1.62584	2.37441e-38	2.30596e-19	2.94922e-08	4	0.06896203
2710	-2417.7	-2447.18	29.4739	0.04456589	0.161476	0.353403	0.338809	0.146312	0.00297582	0.0031557	0.00351232	0.00609634	0.00927497	0.000194358	0.001324	0.00221777	0.0012207	0.000303192	0.000190487	0.00339219	0.00342556	0.00126283	0.000158043	0.000576208	0.00259674	0.00184533	0.000948432	0.00195084	0.00596192	0.00356155	2.4075e-05	0.0529793	0.0561818	0.0625309	0.108535	0.165125	0.00346022	0.0235716	0.0394836	0.0217325	0.00539782	0.0033913	0.0603921	0.0609862	0.0224825	0.00281368	0.0102584	0.0462305	0.032853	0.0168852	0.0347314	0.106142	0.0634073	0.000428615	0.0952768	0.431789	0.0749308	0.0408707	0.316585	0.0405479	1	0.680856	3.27412	1.72398e-14	1.9601e-07	0.00262898	3.99737	0.05616937
2720	-2415.2	-2446.81	31.6099	0.03945423	0.163664	0.33336	0.354682	0.148294	0.00259448	0.0044994	0.00282892	0.00390894	0.0110372	0.000445858	0.0024	0.00119565	0.00150789	0.000274372	0.000548817	0.00336946	0.00534358	0.00366738	0.000184185	0.00239501	0.000398831	0.00380569	0.000522254	0.000437296	0.00511221	0.00286453	2.04996e-05	0.0437057	0.0757954	0.0476551	0.0658487	0.185928	0.00751079	0.0404297	0.0201415	0.0254014	0.00462198	0.00924519	0.0567608	0.0900163	0.0617795	0.00310271	0.0403455	0.00671857	0.0641094	0.00879773	0.00736655	0.0861186	0.0482549	0.00034533	0.108591	0.482747	0.0329576	0.0388089	0.294638	0.0422575	1	0.636855	2.23308	3.06643e-16	2.61528e-08	0.00113989	3.99886	0.05936239
2730	-2407.81	-2439.09	31.274	0.06136781	0.171162	0.339693	0.320771	0.168374	0.000987968	0.00562301	0.00277153	0.0160471	0.010126	0.000800982	0.00132147	0.000340736	0.00162118	0.000645417	0.00021192	0.00428033	0.00261277	0.00204492	5.22937e-05	0.00187877	0.000234328	0.00337032	0.000383236	0.00222155	0.00620705	0.00374268	2.53297e-05	0.0146255	0.083241	0.0410287	0.237556	0.149902	0.0118574	0.0195626	0.00504413	0.0239993	0.00955452	0.00313718	0.0633644	0.0386785	0.0302722	0.000774138	0.0278127	0.00346891	0.049893	0.00567328	0.0328871	0.0918869	0.0554053	0.000374972	0.086081	0.398462	0.0559673	0.0659037	0.321826	0.07176	1	0.553252	2.24889	8.59137e-11	1.38176e-05	0.0153717	3.98461	0.06755095
2740	-2418.4	-2450.16	31.7563	0.09042488	0.169648	0.336688	0.326779	0.166885	0.00378175	0.00693201	0.00473042	0.00506931	0.00365168	0.00148018	0.000727896	0.000882034	0.00303564	0.000374685	0.000980863	0.00330008	0.00430333	0.000548748	3.8363e-05	0.00496112	0.000529618	0.00510591	0.000471733	0.00140182	0.00587954	0.00278873	4.82246e-05	0.0619719	0.113595	0.0775177	0.0830712	0.0598404	0.0242558	0.0119281	0.014454	0.0497453	0.00614	0.0160735	0.0540787	0.070519	0.00899238	0.000628658	0.0812983	0.00867889	0.083671	0.00773032	0.0229718	0.0963485	0.0456991	0.000790261	0.116374	0.301411	0.0383619	0.0944827	0.38898	0.0603904	1	0.614837	1.91854	1.21495e-07	0.000518329	0.0692068	3.93027	0.06102368
2750	-2414.82	-2446.23	31.4097	0.09557237	0.158824	0.364137	0.30593	0.171109	0.00170274	0.00632646	0.00312127	0.00375186	0.0102623	0.00252888	0.00124011	0.00135242	0.00248816	0.00037502	0.000167298	0.00472045	0.00469744	0.000923922	7.63916e-05	0.0011081	0.000508427	0.00245372	0.00130032	0.00278371	0.00617375	0.00103461	0.000111309	0.0287584	0.10685	0.0527165	0.0633667	0.173324	0.0427114	0.0209447	0.0228415	0.0420236	0.00633387	0.00282556	0.0797257	0.079337	0.0156045	0.00129021	0.0187152	0.00858704	0.041442	0.0219616	0.0470154	0.104271	0.017474	0.00187995	0.0892128	0.45481	0.0347341	0.0752061	0.312357	0.0336797	1	0.398579	1.7907	2.77206e-07	0.000782576	0.0820989	3.91712	0.05920862
2760	-2413.19	-2443.26	30.0675	0.1359631	0.161084	0.373565	0.310284	0.155067	0.00328234	0.00773036	0.00231499	0.00534264	0.00585931	0.00166441	0.00222996	0.000608051	0.00099204	0.000491089	9.33571e-05	0.00379199	0.00331026	0.00141947	0.000834121	0.00158803	0.000713552	0.00624928	0.000527157	0.00324595	0.0056823	0.00164418	8.498e-05	0.0549807	0.129487	0.0387772	0.0894917	0.0981461	0.0278796	0.0373529	0.0101851	0.0166171	0.00822597	0.00156378	0.0635176	0.0554484	0.0237769	0.0139719	0.0266002	0.0119523	0.104678	0.00883013	0.0543712	0.0951812	0.0275407	0.00142345	0.0970505	0.392456	0.0399869	0.0854789	0.323629	0.0613984	1	0.40392	2.24434	2.04862e-05	0.00669874	0.199202	3.79408	0.05969982
